,epoch,time,train_auc,test_auc
0,0,0.4039876461029053,0.411046127029567,0.5575908295680441
1,100,5.568578720092773,0.35680762146034306,0.38106076715927506
2,200,10.681910753250122,0.6899333187225557,0.2872607240437587
3,300,15.925090551376343,0.6041434813438118,0.7235310457854582
4,400,21.186965703964233,0.6699459091680152,0.6449865875616128
5,500,26.424389839172363,0.5495753871752869,0.4000748144119573
6,600,31.823427438735962,0.6713752709081671,0.32096117700759497
7,700,37.014344930648804,0.7548584911111578,0.5627751149450884
8,800,42.32251787185669,0.6891576190252134,0.42420981197912977
9,900,47.69326210021973,0.6692814231805351,0.4856616862181524
10,1000,52.98750066757202,0.532399886766474,0.289756520699107
11,1100,58.26160264015198,0.5080054988528062,0.6177183758037897
12,1200,63.502795696258545,0.6262150987114863,0.7217265401512722
13,1300,68.72638750076294,0.4210031862019779,0.5157057677562431
14,1400,73.93651914596558,0.7120727766338172,0.6479116052458745
15,1500,79.1129744052887,0.4569117361483432,0.5557048184621394
16,1600,84.42181038856506,0.3840899208747976,0.4978132989412861
17,1700,89.63612985610962,0.5366766656595962,0.6663643666776023
18,1800,94.8720052242279,0.46677657252620763,0.7514661784702188
19,1900,100.02595329284668,0.2977708787598504,0.588429307176308
