,epoch,time,train_auc,test_auc
0,0,0.25905346870422363,0.3710732503490697,0.735404258148613
1,100,5.318078279495239,0.346532968765542,0.5514415365516913
2,200,10.3877432346344,0.808043292373628,0.2154852450632002
3,300,15.5420081615448,0.32681467198598024,0.7456581399564789
4,400,20.78105592727661,0.5079512217746811,0.5471730167960236
5,500,25.89330291748047,0.636699218983775,0.3522389958726616
6,600,30.990973472595215,0.6543054793717695,0.6058419956420291
7,700,36.0360643863678,0.30018724444037215,0.7314672594945617
8,800,41.12770676612854,0.47318112844730775,0.6432357358628885
9,900,46.19427967071533,0.7706600444555607,0.3162747273863612
10,1000,51.315114974975586,0.6892593398570043,0.4898767193148522
11,1100,56.38282132148743,0.3862251683850839,0.6481531734128232
12,1200,61.495179653167725,0.6160799448917792,0.3571156597771752
13,1300,66.61792922019958,0.7169847735267569,0.5879943046535694
14,1400,71.67215275764465,0.3474792384565571,0.60295395651773
15,1500,76.82192826271057,0.4647002272925197,0.8193249410716275
16,1600,81.90285801887512,0.647711094264692,0.3966483122533586
17,1700,87.01327776908875,0.5788489467445412,0.4318889530812434
18,1800,92.20644426345825,0.39955594483234547,0.734281801509294
19,1900,97.33786153793335,0.5757198155368697,0.5621530554828948
